"Informazioni cronologiche","Fumi?","Cosa fumi di solito?","Quanto liquido di sigaretta elettronica utilizzi in media in una settimana?","Quante sigarette fumi in media ogni settimana?","Hai mai provato a fumare nella tua vita?","Fumi abitualmente?","Chi sa che fumi?","In quale momento o situazione fumi (possibili più risposte)","Perché hai iniziato a fumare? (possibili più risposte) 
","Vorresti smettere di fumare?","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tu]","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tua madre]","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tuo padre]","C'è qualcuno nella tua famiglia che fuma abitualmente?","Nella tua compagnia abituale c'è qualcuno che fuma?","Conosci gli effetti che il fumo provoca sull'organismo?","Ti preoccupano gli effetti che il fumo provoca sull'organismo?","Quante volte alla settimana pratichi sport?","Che genere di musica ascolti abitualmente?","Hai qualche problema respiratorio? (Ad esempio asma, tosse, fiato corto, ecc...)","Qual è il tuo genere?","Che classe frequenti?","Dove vivi?"
"2023/03/06 1:44:32 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","4","Non pratico sport","Trap;Pop;Hip hop;","Sì","Femmina","1^","In provincia"
"2023/03/06 1:44:54 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","3","Reggaeton;Pop","No","Femmina","1^","In provincia"
"2023/03/06 1:45:37 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Estero","Madre","Sì, ma solo qualcuno","5","5","Tutti i giorni della settimana","Reggaeton;Pop;Classica","No","Femmina","3^","In città"
"2023/03/06 1:46:14 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Madre","Sì, tutti o quasi","5","3","4","Trap;Hip hop","Sì","Maschio","5^","In provincia"
"2023/03/06 1:46:47 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","3","3","4","Trap","No","Maschio","1^","In città"
"2023/03/06 1:47:18 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","4","4","Trap;Reggaeton;Pop","No","Femmina","1^","In provincia"
"2023/03/06 1:47:30 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","3","Reggaeton;Indie;Hip hop","Sì","Maschio","4^","In provincia"
"2023/03/06 1:47:35 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","3","Non pratico sport","Pop","No","Maschio","4^","In provincia"
"2023/03/06 1:47:46 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre;Fratelli/sorelle","No, nessuno","3","2","5","Trap","No","Maschio","1^","In provincia"
"2023/03/06 1:47:52 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","6","Pop","No","Femmina","5^","In provincia"
"2023/03/06 1:48:36 PM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","No, solo saltuariamente","Nessuno o 1-2 amici","Quando sono teso/a","Per stress","Sì e penso che lo farò a breve","Italia","Italia","Italia","Nessuno","No, nessuno","5","4","4","Trap;Indie;Pop","No","Femmina","2^","In città"
"2023/03/06 1:52:56 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","Non pratico sport","Indie;Classica","Sì","Maschio","3^","In provincia"
"2023/03/06 1:53:29 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","3","Rock;Pop","No","Femmina","1^","In provincia"
"2023/03/06 1:53:29 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","3","2","Hip hop","No","Maschio","4^","In provincia"
"2023/03/06 1:54:24 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","4","Rock;Metal e derivati","Sì","Maschio","1^","In città"
"2023/03/06 1:54:35 PM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","No, solo saltuariamente","Nessuno o 1-2 amici","Quando esco con gli amici","Per sentirmi più grande","No, per ora voglio continuare","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","3","6","Trap;Reggaeton;Pop","No","Femmina","2^","In provincia"
"2023/03/06 1:54:53 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Rock","No","Maschio","4^","In provincia"
"2023/03/06 1:56:57 PM EET","Sì","Sigarette al tabacco riscaldato (iqos)","","Tra le 20 e le 30 sigarette circa","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Anche i professori o altri adulti","andando o tornando da scuola","Per noia","No, per ora voglio continuare","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","3","3","3","Trap;Pop","No","Femmina","5^","In provincia"
"2023/03/06 1:58:03 PM EET","Sì","Tabacco trinciato (sigarette rollate)","","Più di 70 sigarette","","Sì, regolarmente ogni giorno","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a;appena sveglio;andando o tornando da scuola","Per curiosità","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Padre;Madre","Sì, tutti o quasi","5","3","4","Trap;tekno ","No","Femmina","4^","In provincia"
"2023/03/06 1:58:05 PM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Tutti i miei amici/compagni","Quando esco con gli amici","Per curiosità","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","4","4","Trap;Pop","No","Maschio","4^","In città"
"2023/03/06 1:58:22 PM EET","Sì","Sigarette elettroniche","Tra i 15 e i 20 ml","","","Sì, regolarmente ogni giorno","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;andando o tornando da scuola","Per curiosità","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Madre","Sì, tutti o quasi","4","3","4","Trap;Indie;Pop;Hip hop","No","Maschio","4^","In città"
"2023/03/06 2:00:18 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre","No, nessuno","4","4","3","Indie;Pop","No","Femmina","4^","In città"
"2023/03/06 2:01:43 PM EET","Sì","Sigarette elettroniche","Meno di 5 ml","","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a","Per curiosità","Sì, ma non so come fare","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","3","rap triste","No","Maschio","1^","In città"
"2023/03/06 2:02:30 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","4","Rock;Indie;Pop;Classica;Metal, hard Rock, Black Metal","No","Maschio","4^","In città"
"2023/03/06 2:06:47 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Pop;Hip hop","No","Maschio","4^","In città"
"2023/03/06 2:07:11 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","2","Indie","No","Femmina","4^","In città"
"2023/03/06 2:07:56 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","5","Non pratico sport","Pop;","Sì","Femmina","2^","In provincia"
"2023/03/06 2:08:13 PM EET","Sì","Sigarette al tabacco riscaldato (iqos)","","Tra le 20 e le 30 sigarette circa","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;andando o tornando da scuola","Perchè fumavano i miei amici","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Padre;Madre","Sì, tutti o quasi","5","4","5","Trap","No","Preferisco non rispondere","2^","In provincia"
"2023/03/06 2:08:27 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","Non pratico sport","Indie;Classica;","No","Maschio","4^","In provincia"
"2023/03/06 2:08:51 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","4","6","Trap;Indie;Tecno","No","Maschio","4^","In provincia"
"2023/03/06 2:10:29 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","4","Rock;Pop","No","Femmina","5^","In città"
"2023/03/06 2:16:27 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","3","3","Pop","No","Maschio","1^","In città"
"2023/03/06 2:22:01 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","5","Trap;Pop","No","Maschio","4^","In città"
"2023/03/06 2:22:22 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","1","Rock;punk","No","Femmina","2^","In provincia"
"2023/03/06 2:24:24 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","5","Rock;Classica;Phonk ","No","Maschio","4^","In provincia"
"2023/03/06 2:24:43 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","3","Trap;Classica","No","Femmina","4^","In città"
"2023/03/06 2:24:54 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","5","3","Trap;Pop;Hip hop","No","Femmina","5^","In provincia"
"2023/03/06 2:37:58 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","3","4","3","Trap;Reggaeton;Pop;Hip hop","No","Femmina","3^","In città"
"2023/03/06 2:41:49 PM EET","Sì","Tabacco trinciato (sigarette rollate)","","Tra le 10 e le 20 sigarette circa","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Per sentirmi più grande","No, per ora voglio continuare","Italia","Italia","Italia","Madre;Fratelli/sorelle","Sì, ma solo qualcuno","5","1","Non pratico sport","Pop","No","Maschio","1^","In città"
"2023/03/06 2:52:27 PM EET","Sì","Sigarette elettroniche","Tra i 10 e i 15 ml","","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Per curiosità","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Padre;Fratelli/sorelle","Sì, tutti o quasi","3","4","4","Trap;Hip hop","Sì","Maschio","4^","In provincia"
"2023/03/06 2:56:05 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Fratelli/sorelle","No, nessuno","3","3","Non pratico sport","Pop","No","Femmina","5^","In provincia"
"2023/03/06 3:00:48 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","3","4","Trap;Reggaeton;Pop","No","Femmina","3^","In provincia"
"2023/03/06 3:01:59 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","Sì, ma solo qualcuno","4","3","Non pratico sport","Trap;Reggaeton;Rock;Hip hop","No","Femmina","2^","In città"
"2023/03/06 3:02:38 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Estero","Estero","Estero","Padre","Sì, ma solo qualcuno","4","4","Tutti i giorni della settimana","Trap;Reggaeton;Pop;Classica","No","Femmina","1^","In città"
"2023/03/06 3:08:49 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","5","Tutti i giorni della settimana","Hip hop;Classica;","No","Maschio","2^","In provincia"
"2023/03/06 3:15:32 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","3","Classica","Sì","Maschio","2^","In città"
"2023/03/06 3:18:14 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","6","Pop","No","Femmina","2^","In città"
"2023/03/06 3:30:29 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","3","4","Trap;Pop;Hip hop","No","Maschio","2^","In città"
"2023/03/06 3:30:30 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","3","Pop;Hip hop","No","Maschio","4^","In città"
"2023/03/06 3:31:31 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","4","4","Trap;Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/06 3:32:28 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","1","Classica","Sì","Femmina","4^","In città"
"2023/03/06 3:33:19 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","Non pratico sport","Pop;Classica","No","Femmina","4^","In città"
"2023/03/06 3:36:00 PM EET","Sì","Tabacco trinciato (sigarette rollate)","","Più di 70 sigarette","","No, solo saltuariamente","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;appena sveglio;andando o tornando da scuola;si","me l’ha detto il dottore","No, per ora voglio continuare","Italia;Estero","Italia;Estero","Italia;Estero","Nessuno;Padre;Madre;Fratelli/sorelle","Sì, tutti o quasi","1","5","Tutti i giorni della settimana","Trap;Reggaeton;Rock;Indie;Pop;Hip hop;Classica;bellofigo","Sì;No","Preferisco non rispondere","1^","In città"
"2023/03/06 3:37:12 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","5","Pop;Classica","No","Maschio","4^","In città"
"2023/03/06 3:37:36 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","5","2","Reggaeton;Indie;Pop;Hip hop","No","Femmina","4^","In città"
"2023/03/06 3:38:02 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","5","4","3","Trap;Rock;Indie;Hip hop","No","Maschio","4^","In città"
"2023/03/06 3:38:06 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","4","Trap;Pop","No","Maschio","4^","In città"
"2023/03/06 3:41:37 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","4","4","Trap;Indie;Pop","No","Femmina","2^","In provincia"
"2023/03/06 3:43:52 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","1","5","5","Trap","No","Maschio","2^","In provincia"
"2023/03/06 3:44:34 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","2","Rock;Indie","No","Femmina","2^","In provincia"
"2023/03/06 3:55:02 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","Non pratico sport","Pop","No","Femmina","5^","In città"
"2023/03/06 3:55:26 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","3","2","Pop;Classica","No","Maschio","2^","In provincia"
"2023/03/06 3:59:16 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","4","Trap;Reggaeton;Rock;Indie;Pop;Hip hop;Classica;","No","Maschio","4^","In città"
"2023/03/06 4:03:01 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","2","Niente ","No","Maschio","1^","In provincia"
"2023/03/06 4:05:31 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","5","Trap;Hip hop","No","Maschio","4^","In provincia"
"2023/03/06 4:08:47 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","3","Trap;Reggaeton;Pop","No","Femmina","3^","In città"
"2023/03/06 4:09:03 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","5","1","Rock;Classica;post punk","No","Femmina","3^","In provincia"
"2023/03/06 4:09:16 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","2","Rock;Pop","No","Maschio","2^","In città"
"2023/03/06 4:10:48 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","Tutti i giorni della settimana","Trap;Hip hop","No","Maschio","4^","In provincia"
"2023/03/06 4:11:50 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","Non pratico sport","Indie;Pop","No","Femmina","4^","In città"
"2023/03/06 4:15:17 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","5","Trap","No","Maschio","2^","In città"
"2023/03/06 4:22:10 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","3","4","Trap;Reggaeton;Indie;Pop","No","Femmina","4^","In città"
"2023/03/06 4:22:19 PM EET","No","","","","No, mai fumato","","","","","","Estero","Estero","Estero","Fratelli/sorelle","No, nessuno","4","3","1","Rock;Pop;Hip hop","No","Femmina","5^","In città"
"2023/03/06 4:22:20 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","5","3","Trap;Reggaeton;Pop","No","Maschio","2^","In provincia"
"2023/03/06 4:27:50 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","3","Tutti i giorni della settimana","Trap;Pop","No","Maschio","5^","In provincia"
"2023/03/06 4:33:13 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Fratelli/sorelle","Sì, ma solo qualcuno","5","5","4","Pop;","No","Maschio","2^","In provincia"
"2023/03/06 4:37:36 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre;Fratelli/sorelle","Sì, tutti o quasi","4","3","6","Trap;Reggaeton;Indie;Pop","No","Femmina","2^","In provincia"
"2023/03/06 4:38:21 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","Non pratico sport","Pop","No","Femmina","4^","In città"
"2023/03/06 4:38:41 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Italia","Nessuno","Sì, ma solo qualcuno","4","1","Tutti i giorni della settimana","Trap;Rock;Pop;Hip hop","No","Maschio","4^","In città"
"2023/03/06 4:50:59 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Trap;Pop","No","Maschio","2^","In città"
"2023/03/06 4:51:59 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","3","3","Trap;Reggaeton;Indie","No","Femmina","3^","In provincia"
"2023/03/06 4:52:30 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","Non pratico sport","Trap;Indie","No","Femmina","1^","In città"
"2023/03/06 4:54:03 PM EET","Sì","Sigarette al tabacco riscaldato (iqos)","","Tra le 20 e le 30 sigarette circa","","Sì, regolarmente ogni giorno","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Per stress","No, per ora voglio continuare","Italia","Italia","Italia","Padre;Madre;Fratelli/sorelle","Sì, tutti o quasi","5","2","4","Trap;Reggaeton;Pop;Hip hop","Sì","Femmina","3^","In provincia"
"2023/03/06 5:00:51 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","2","2","Rock","No","Femmina","2^","In provincia"
"2023/03/06 5:10:37 PM EET","Sì","Sigarette normali","","Tra le 20 e le 30 sigarette circa","","Sì, regolarmente ogni giorno","Anche i miei genitori","Quando esco con gli amici;andando o tornando da scuola","Per curiosità","No, per ora voglio continuare","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","1","Non pratico sport","Trap","No","Maschio","2^","In provincia"
"2023/03/06 5:11:28 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","1","6","Trap;Rock;Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/06 5:17:03 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","4","5","Tutti i giorni della settimana","Hip hop","No","Maschio","1^","In città"
"2023/03/06 5:17:44 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","3","4","Trap;Indie","No","Femmina","1^","In città"
"2023/03/06 5:21:04 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","3","4","6","Trap;Pop;Hip hop;","No","Maschio","2^","In città"
"2023/03/06 5:24:08 PM EET","No","","","","No, mai fumato","","","","","","Italia;Estero","Italia;Estero","Italia;Estero","Padre;Madre;Fratelli/sorelle","Sì, tutti o quasi","5","1","Non pratico sport","Trap","Sì","Preferisco non rispondere","5^","In provincia"
"2023/03/06 5:27:43 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","No, nessuno","2","1","4","Trap","No","Maschio","1^","In provincia"
"2023/03/06 5:30:19 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","4","4","Reggaeton;Indie;Pop","No","Femmina","5^","In provincia"
"2023/03/06 5:32:04 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","4","Rock;Pop;Hip hop","No","Maschio","2^","In provincia"
"2023/03/06 5:33:06 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","4","3","Trap;Pop","No","Maschio","2^","In provincia"
"2023/03/06 5:50:55 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","2","2","Trap","No","Femmina","1^","In provincia"
"2023/03/06 5:51:11 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","4","2","Trap;Indie;Pop;Hip hop","No","Femmina","5^","In provincia"
"2023/03/06 5:53:24 PM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","No, solo saltuariamente","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a","Per curiosità","No, per ora voglio continuare","Italia","Italia","Italia","Padre","Sì, tutti o quasi","3","2","Non pratico sport","Trap;Rock;Pop","No","Femmina","2^","In città"
"2023/03/06 5:57:45 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Trap;Reggaeton;Pop;Phonk","No","Maschio","2^","In provincia"
"2023/03/06 6:04:49 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","2","5","Hip hop;Classica","No","Maschio","3^","In provincia"
"2023/03/06 6:07:30 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Madre","No, nessuno","5","5","5","Trap;Rock","No","Femmina","2^","In provincia"
"2023/03/06 6:10:15 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Madre","No, nessuno","4","5","3","Trap","No","Maschio","1^","In città"
"2023/03/06 6:13:53 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","5","Trap","No","Maschio","1^","In città"
"2023/03/06 6:16:25 PM EET","Sì","Sigarette normali","","Più di 70 sigarette","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Per stress","Sì e penso che lo farò a breve","Italia","Italia","Italia","Padre","Sì, tutti o quasi","5","3","3","Trap;Hip hop","No","Maschio","4^","In città"
"2023/03/06 6:20:22 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","2","Pop","No","Femmina","3^","In città"
"2023/03/06 6:21:39 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","3","4","1","Indie;Pop","No","Femmina","1^","In città"
"2023/03/06 6:36:34 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","4","4","4","Trap","No","Maschio","1^","In città"
"2023/03/06 6:36:44 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","4","4","4","Trap","No","Maschio","1^","In città"
"2023/03/06 6:40:30 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","3","Trap;Pop","No","Maschio","4^","In provincia"
"2023/03/06 6:49:44 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","4","4","Pop","Sì","Femmina","1^","In provincia"
"2023/03/06 7:04:49 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","1","Rock","No","Femmina","3^","In città"
"2023/03/06 7:16:43 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","2","4","Trap","No","Maschio","2^","In provincia"
"2023/03/06 7:24:54 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","Sì, ma solo qualcuno","4","4","3","Reggaeton;Indie;Hip hop","No","Femmina","1^","In città"
"2023/03/06 7:28:41 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","Non pratico sport","Rock;Indie;Pop;Hip hop","No","Femmina","2^","In provincia"
"2023/03/06 7:35:15 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","Non pratico sport","Rock;Pop;Rap, Kpop, metal, hard rock","No","Femmina","5^","In provincia"
"2023/03/06 7:55:45 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","Non pratico sport","Pop","No","Maschio","3^","In città"
"2023/03/06 8:01:07 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","2","Rock;Pop","No","Femmina","2^","In provincia"
